1191,22.69335,113.80703,22.69385,113.80753,2
1198,22.69335,113.810555,22.69385,113.81106,1
1232,22.69335,113.827675,22.69385,113.82818,6
1254,22.69335,113.83875,22.69385,113.83926,1
1424,22.69335,113.924355,22.69385,113.92486,1
1502,22.69335,113.96363,22.69385,113.964134,1
1719,22.69335,114.0729,22.69385,114.0734,1
1827,22.69335,114.12728,22.69385,114.127785,1
2020,22.69335,114.224464,22.69385,114.22497,1
2283,22.69285,113.79545,22.69335,113.79595,1
2310,22.69285,113.809044,22.69335,113.80955,1
2346,22.69285,113.82717,22.69335,113.827675,1
2347,22.69285,113.827675,22.69335,113.82818,5
2368,22.69285,113.83825,22.69335,113.83875,1
2522,22.69285,113.915794,22.69335,113.9163,2
2675,22.69285,113.992836,22.69335,113.99334,1
3110,22.69285,114.211876,22.69335,114.21238,1
3130,22.69285,114.22195,22.69335,114.22245,1
3131,22.69285,114.22245,22.69335,114.22295,1
3132,22.69285,114.22295,22.69335,114.22346,1
3134,22.69285,114.22396,22.69335,114.224464,1
3420,22.69235,113.806526,22.69285,113.80703,1
3462,22.69235,113.827675,22.69285,113.82818,1
3778,22.69235,113.98679,22.69285,113.9873,1
3855,22.69235,114.025566,22.69285,114.02607,1
3892,22.69235,114.0442,22.69285,114.0447,1
3903,22.69235,114.049736,22.69285,114.05024,2
4224,22.69235,114.21137,22.69285,114.211876,1
4249,22.69235,114.22396,22.69285,114.224464,2
4577,22.69185,113.827675,22.69235,113.82818,2
4597,22.69185,113.837746,22.69235,113.83825,2
4753,22.69185,113.9163,22.69235,113.9168,1
5316,22.69185,114.19979,22.69235,114.200294,1
5363,22.69185,114.22346,22.69235,114.22396,1
5692,22.69135,113.827675,22.69185,113.82818,2
5693,22.69135,113.82818,22.69185,113.82868,1
5705,22.69135,113.83422,22.69185,113.834724,1
5905,22.69135,113.93493,22.69185,113.93543,1
6291,22.69135,114.129295,22.69185,114.1298,1
6292,22.69135,114.1298,22.69185,114.1303,1
6327,22.69135,114.14742,22.69185,114.14793,1
6478,22.69135,114.22346,22.69185,114.22396,1
6744,22.690851,113.79595,22.69135,113.796455,1
6763,22.690851,113.80552,22.69135,113.80602,3
6806,22.690851,113.82717,22.69135,113.827675,3
6807,22.690851,113.827675,22.69135,113.82818,1
7122,22.690851,113.98629,22.69135,113.98679,1
7547,22.690851,114.200294,22.69135,114.2008,1
7577,22.690851,114.2154,22.69135,114.215904,1
7593,22.690851,114.22346,22.69135,114.22396,2
7877,22.690351,113.805016,22.690851,113.80552,1
7921,22.690351,113.82717,22.690851,113.827675,3
7941,22.690351,113.83724,22.690851,113.837746,1
8039,22.690351,113.88659,22.690851,113.88709,1
8100,22.690351,113.917305,22.690851,113.91781,1
8679,22.690351,114.208855,22.690851,114.20936,1
8681,22.690351,114.20986,22.690851,114.210365,1
8707,22.690351,114.22295,22.690851,114.22346,3
8991,22.689852,113.80451,22.690351,113.805016,1
8992,22.689852,113.805016,22.690351,113.80552,1
9035,22.689852,113.82667,22.690351,113.82717,2
9036,22.689852,113.82717,22.690351,113.827675,3
9056,22.689852,113.83724,22.690351,113.837746,1
9477,22.689852,114.04923,22.690351,114.049736,1
9794,22.689852,114.208855,22.690351,114.20936,5
9822,22.689852,114.22295,22.690351,114.22346,1
10106,22.689352,113.80451,22.689852,113.805016,1
10150,22.689352,113.82667,22.689852,113.82717,3
10169,22.689352,113.836235,22.689852,113.83674,1
10592,22.689352,114.04923,22.689852,114.049736,1
10893,22.689352,114.2008,22.689852,114.2013,1
11267,22.688852,113.827675,22.689352,113.82818,1
11682,22.688852,114.036644,22.689352,114.03715,1
12052,22.688852,114.22295,22.689352,114.22346,3
12379,22.688353,113.826164,22.688852,113.82667,2
12498,22.688353,113.886086,22.688852,113.88659,1
12499,22.688353,113.88659,22.688852,113.88709,1
13435,22.687853,113.796455,22.688353,113.79696,1
13494,22.687853,113.826164,22.688353,113.82667,4
13926,22.687853,114.04369,22.688353,114.0442,1
13927,22.687853,114.0442,22.688353,114.0447,1
14608,22.687353,113.82566,22.687853,113.826164,2
14798,22.687353,113.92133,22.687853,113.92184,1
14930,22.687353,113.9878,22.687853,113.988304,1
15397,22.687353,114.22295,22.687853,114.22346,1
15514,22.687353,114.28187,22.687853,114.28237,1
15722,22.686853,113.82516,22.687353,113.82566,1
15914,22.686853,113.92184,22.687353,113.92234,1
16299,22.686853,114.1157,22.687353,114.1162,1
16385,22.686853,114.159004,22.687353,114.15951,1
16856,22.686354,113.834724,22.686853,113.83523,1
16866,22.686354,113.83976,22.686853,113.84026,1
17815,22.686354,114.31762,22.686853,114.31812,1
17869,22.685854,113.78336,22.686354,113.78387,1
17971,22.685854,113.834724,22.686354,113.83523,2
18195,22.685854,113.94752,22.686354,113.94802,1
18292,22.685854,113.99636,22.686354,113.996864,1
18387,22.685854,114.0442,22.686354,114.0447,1
18560,22.685854,114.13131,22.686354,114.13181,1
18617,22.685854,114.16001,22.686354,114.160515,1
19066,22.685354,113.82465,22.685854,113.82516,1
19085,22.685354,113.83422,22.685854,113.834724,1
20200,22.684855,113.83422,22.685354,113.834724,1
21572,22.684355,113.96363,22.684855,113.964134,1
22410,22.683855,113.82415,22.684355,113.82465,1
23480,22.683355,113.80149,22.683855,113.801994,1
23734,22.683355,113.92939,22.683855,113.92989,1
23737,22.683355,113.9309,22.683855,113.931404,1
23755,22.683355,113.939964,22.683855,113.94047,1
23756,22.683355,113.94047,22.683855,113.94097,1
24528,22.683355,114.3292,22.683855,114.329704,1
24529,22.683355,114.329704,22.683855,114.33021,1
24854,22.682856,113.93191,22.683355,113.93241,1
24859,22.682856,113.934425,22.683355,113.93493,1
24865,22.682856,113.93745,22.683355,113.93795,1
24976,22.682856,113.99334,22.683355,113.99384,1
25085,22.682856,114.048225,22.683355,114.04873,1
25275,22.682856,114.1439,22.683355,114.1444,1
25320,22.682856,114.16656,22.683355,114.16706,1
25709,22.682356,113.80099,22.682856,113.80149,1
26107,22.682356,114.001396,22.682856,114.0019,1
26540,22.682356,114.21943,22.682856,114.21993,1
26815,22.681856,113.796455,22.682356,113.79696,1
26886,22.681856,113.83221,22.682356,113.83271,1
28293,22.681356,113.97924,22.681856,113.979744,1
28311,22.681356,113.988304,22.681856,113.98881,1
28314,22.681356,113.989815,22.681856,113.99032,1
28979,22.681356,114.32467,22.681856,114.32517,1
29098,22.680857,113.82314,22.681356,113.82365,1
29311,22.680857,113.9304,22.681356,113.9309,1
29421,22.680857,113.98579,22.681356,113.98629,2
29854,22.680857,114.20382,22.681356,114.20432,1
30160,22.680357,113.796455,22.680857,113.79696,1
31534,22.679857,113.92687,22.680357,113.927376,1
32744,22.679358,113.97471,22.679857,113.97521,1
32784,22.679358,113.99485,22.679857,113.99535,1
32805,22.679358,114.005424,22.679857,114.00593,1
32857,22.679358,114.03161,22.679857,114.03211,1
33552,22.678858,113.82012,22.679358,113.820625,1
34005,22.678858,114.048225,22.679358,114.04873,1
34147,22.678858,114.11973,22.679358,114.12023,1
34620,22.678358,113.796455,22.678858,113.79696,1
35256,22.678358,114.11671,22.678858,114.11721,1
35709,22.677858,113.78336,22.678358,113.78387,1
35733,22.677858,113.79545,22.678358,113.79595,1
36124,22.677858,113.99233,22.678358,113.992836,1
36769,22.677858,114.317116,22.678358,114.31762,1
37207,22.677359,113.97622,22.677858,113.97672,1
38035,22.676859,113.8317,22.677359,113.83221,1
38039,22.676859,113.83372,22.677359,113.83422,1
38221,22.676859,113.92536,22.677359,113.925865,1
39131,22.67636,113.822136,22.676859,113.82264,1
39134,22.67636,113.82365,22.676859,113.82415,1
39335,22.67636,113.92486,22.676859,113.92536,1
39920,22.67636,114.21943,22.676859,114.21993,1
40443,22.67586,113.92133,22.67636,113.92184,1
40668,22.67586,114.03463,22.67636,114.03513,1
41358,22.67536,113.820625,22.67586,113.82113,1
42477,22.67486,113.82264,22.67536,113.82314,1
42478,22.67486,113.82314,22.67536,113.82365,1
42649,22.67486,113.90925,22.67536,113.90975,1
42662,22.67486,113.915794,22.67536,113.9163,1
42663,22.67486,113.9163,22.67536,113.9168,1
43264,22.67486,114.218925,22.67536,114.21943,1
43593,22.67436,113.82314,22.67486,113.82365,1
43963,22.67436,114.00945,22.67486,114.00996,1
44001,22.67436,114.02859,22.67486,114.02909,1
44240,22.67436,114.14893,22.67486,114.14944,1
44664,22.67386,113.80099,22.67436,113.80149,1
45148,22.67386,114.0447,22.67436,114.045204,1
45352,22.67386,114.14742,22.67436,114.14793,1
45822,22.67336,113.82264,22.67386,113.82314,1
45823,22.67336,113.82314,22.67386,113.82365,1
45824,22.67336,113.82365,22.67386,113.82415,1
45826,22.67336,113.82465,22.67386,113.82516,1
46606,22.67336,114.217415,22.67386,114.21792,1
46926,22.672861,113.8171,22.67336,113.817604,1
46931,22.672861,113.81962,22.67336,113.82012,1
47343,22.672861,114.02708,22.67336,114.02758,1
47350,22.672861,114.0306,22.67336,114.031105,1
48053,22.672361,113.82314,22.672861,113.82365,1
48456,22.672361,114.02607,22.672861,114.02657,1
49489,22.671862,113.98478,22.672361,113.98528,1
49569,22.671862,114.02506,22.672361,114.025566,1
50244,22.671362,113.803505,22.671862,113.80401,1
50256,22.671362,113.80955,22.671862,113.81005,1
50387,22.671362,113.87551,22.671862,113.876015,1
50682,22.671362,114.024055,22.671862,114.02456,1
50867,22.671362,114.11721,22.671862,114.117714,1
51052,22.671362,114.210365,22.671862,114.21087,1
51377,22.670862,113.81257,22.671362,113.81307,1
51786,22.670862,114.01852,22.671362,114.01902,1
52911,22.670362,114.02355,22.670862,114.024055,1
53569,22.669863,113.793434,22.670362,113.79394,1
53608,22.669863,113.81307,22.670362,113.813576,1
53628,22.669863,113.82314,22.670362,113.82365,1
53953,22.669863,113.98679,22.670362,113.9873,1
53972,22.669863,113.99636,22.670362,113.996864,1
54408,22.669863,114.215904,22.670362,114.21641,1
54700,22.669363,113.80149,22.669863,113.801994,1
55122,22.669363,114.013985,22.669863,114.01449,1
55152,22.669363,114.02909,22.669863,114.029594,1
55193,22.669363,114.049736,22.669863,114.05024,1
55840,22.668863,113.81408,22.669363,113.81458,1
55851,22.668863,113.81962,22.669363,113.82012,1
56273,22.668863,114.03211,22.669363,114.032616,1
57374,22.668364,114.02506,22.668863,114.025566,1
57388,22.668364,114.03211,22.668863,114.032616,2
57389,22.668364,114.032616,22.668863,114.03312,1
58479,22.667864,114.02003,22.668364,114.02053,2
58494,22.667864,114.02758,22.668364,114.02808,1
59615,22.667364,114.0306,22.667864,114.031105,1
60318,22.666864,113.82314,22.667364,113.82365,1
60320,22.666864,113.82415,22.667364,113.82465,1
60653,22.666864,113.99183,22.667364,113.99233,1
60700,22.666864,114.015495,22.667364,114.016,1
60701,22.666864,114.016,22.667364,114.0165,1
60902,22.666864,114.11721,22.667364,114.117714,1
60948,22.666864,114.14037,22.667364,114.14088,1
61857,22.666365,114.036644,22.666864,114.03715,1
62512,22.665865,113.805016,22.666365,113.80552,2
62515,22.665865,113.806526,22.666365,113.80703,1
62931,22.665865,114.016,22.666365,114.0165,1
64061,22.665365,114.02355,22.665865,114.024055,1
